A03	Bird Opening: Thomas Gambit	1. f4 d5 2. b3 Nf6 3. Bb2 d4 4. Nf3 c5 5. e3	6991650
A03	Bird Opening: Williams Gambit	1. f4 d5 2. e4	12331803
A03	Bird Opening: Williams Gambit	1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Qe2	8356542
A03	Bird Opening: Williams-Zilbermints Gambit	1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Nge2	16508029
A04	Colle System: Rhamphorhynchus Variation	1. Nf3 c5 2. e3 g6 3. d4 Bg7 4. dxc5 Qa5+	11956919
A04	Modern Defense: Semi-Averbakh Variation, Polish Variation	1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6	721550
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation	1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+	11294752
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted	1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+	8962867
A04	Zukertort Defense: Kingside Variation	1. Nf3 Nh6 2. d4 g6	5984553
A04	Zukertort Defense: Sicilian Knight Variation	1. Nf3 Na6 2. e4 c5	14188584
A04	Zukertort Opening	1. Nf3	5737965
A04	Zukertort Opening: Arctic Defense	1. Nf3 f6	7258584
A04	Zukertort Opening: Arctic Defense, Drunken Knight Variation	1. Nf3 f6 2. e4 Nh6 3. d4 Nf7	13905074
A04	Zukertort Opening: Basman Defense	1. Nf3 h6	9483519
A04	Zukertort Opening: Black Mustang Defense	1. Nf3 Nc6	11730157
A04	Zukertort Opening: Drunken Cavalry Variation	1. Nf3 Na6 2. e4 Nh6	1265659
A04	Zukertort Opening: Dutch Variation	1. Nf3 f5	1208038
A04	Zukertort Opening: Herrstrom Gambit	1. Nf3 g5	11768835
A04	Zukertort Opening: Kingside Fianchetto	1. Nf3 g6	16638265
A04	Zukertort Opening: Lisitsyn Gambit	1. Nf3 f5 2. e4	12489845
A04	Zukertort Opening: Lisitsyn Gambit Deferred	1. Nf3 f5 2. d3 Nf6 3. e4	8829918
A04	Zukertort Opening: Pirc Invitation	1. Nf3 d6	15697346
A04	Zukertort Opening: Polish Defense	1. Nf3 b5	10103305
A04	Zukertort Opening: Queen's Gambit Invitation	1. Nf3 e6	10287318
A04	Zukertort Opening: Queenside Fianchetto Variation	1. Nf3 b6	14902025
A04	Zukertort Opening: Ross Gambit	1. Nf3 e5	8218625
A04	Zukertort Opening: Shabalov Gambit	1. Nf3 e6 2. c4 a6 3. Nc3 c5 4. g3 b5	1147907
A04	Zukertort Opening: Sicilian Invitation	1. Nf3 c5	5622867
A04	Zukertort Opening: Slav Invitation	1. Nf3 c6	10325968
A04	Zukertort Opening: Speelsmet Gambit	1. Nf3 c5 2. d4 cxd4 3. e3	7284927
A04	Zukertort Opening: St. George Defense	1. Nf3 a6	11222280
A04	Zukertort Opening: The Walrus	1. Nf3 e5 2. Nxe5 Nc6 3. Nxc6 dxc6	2361309
A04	Zukertort Opening: Vos Gambit	1. Nf3 d6 2. d4 e5	11165267
A04	Zukertort Opening: Wade Defense	1. Nf3 d6 2. e4 Bg4	13781778
A04	Zukertort Opening: Ware Defense	1. Nf3 a5	8746366
A05	King's Indian Attack	1. Nf3 Nf6 2. g3 d5	16304634
A05	King's Indian Attack: Smyslov Variation	1. Nf3 Nf6 2. g3 g6 3. b4	10026772
A05	King's Indian Attack: Spassky Variation	1. Nf3 Nf6 2. g3 b5	3557039
A05	King's Indian Attack: Symmetrical Defense	1. Nf3 Nf6 2. g3 g6	5344671
A05	King's Indian Attack: Wahls Defense	1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. d3 d5	4375250
A05	Polish Opening: Zukertort System	1. Nf3 Nf6 2. b4	4915625
A05	Zukertort Opening	1. Nf3 Nf6	8549154
A05	Zukertort Opening	1. Nf3 Nf6 2. Nc3 Nc6	8600624
A05	Zukertort Opening: Double Fianchetto Attack	1. Nf3 Nf6 2. g3 g6 3. b3 Bg7 4. Bb2 O-O 5. Bg2 d6 6. O-O	10422176
A05	Zukertort Opening: Lemberger Gambit	1. Nf3 Nf6 2. e4	5365951
A05	Zukertort Opening: Myers Polish Attack	1. Nf3 Nf6 2. a4 g6 3. b4	4434744
A05	Zukertort Opening: Nimzo-Larsen Variation	1. Nf3 Nf6 2. b3	4018028
A05	Zukertort Opening: Quiet System	1. Nf3 Nf6 2. e3	11264837
A06	Nimzo-Larsen Attack: Classical Variation	1. Nf3 d5 2. b3	937801
A06	Nimzo-Larsen Attack: Norfolk Gambit	1. Nf3 d5 2. b3 c5 3. e4	510815
A06	Nimzo-Larsen Attack: Norfolk Gambit	1. Nf3 d5 2. b3 Nf6 3. Bb2 c5 4. e4	15088982
A06	Zukertort Opening	1. Nf3 d5	5547356
A06	Zukertort Opening: Ampel Variation	1. Nf3 d5 2. Rg1	16769355
A06	Zukertort Opening: Old Indian Attack	1. Nf3 d5 2. d3	6070883
A06	Zukertort Opening: Pachman Gambit	1. Nf3 d5 2. e3 c5 3. c4 dxc4 4. b3	1153387
A06	Zukertort Opening: Regina-Nu Gambit	1. Nf3 d5 2. b3 c5 3. c4 dxc4 4. Nc3	14432030
A06	Zukertort Opening: Reversed Mexican Defense	1. Nf3 d5 2. Nc3	5590293
A06	Zukertort Opening: Santasiere's Folly	1. b4 d5 2. Nf3	9270408
A06	Zukertort Opening: Tennison Gambit	1. e4 d5 2. Nf3	15043311
A06	Zukertort Opening: The Potato	1. Nf3 d5 2. a4	12626103
A07	Hungarian Opening: Wiedenhagen-Beta Gambit	1. g3 d5 2. Nf3 g5	2947200
A07	King's Indian Attack	1. Nf3 d5 2. g3	13164910
A07	King's Indian Attack: Double Fianchetto	1. Nf3 d5 2. g3 g6	6458810
A07	King's Indian Attack: Keres Variation	1. Nf3 d5 2. g3 Bg4	10606166
A07	King's Indian Attack: Keres Variation	1. Nf3 d5 2. g3 Bg4 3. Bg2 Nd7	11158575
A07	King's Indian Attack: Omega-Delta Gambit	1. Nf3 d5 2. g3 e5	14812290
A07	King's Indian Attack: Pachman System	1. Nf3 d5 2. g3 g6 3. Bg2 Bg7 4. O-O e5 5. d3 Ne7	7828483
A07	King's Indian Attack: Sicilian Variation	1. Nf3 d5 2. g3 c5	13279440
A07	King's Indian Attack: Yugoslav Variation	1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bg4	10576293
A08	King's Indian Attack: French Variation	1. Nf3 d5 2. g3 c5 3. Bg2 Nc6	4915735
A08	King's Indian Attack: Sicilian Variation	1. e4 e6 2. d3 d5 3. Nd2 Nf6 4. Ngf3 c5 5. g3 Nc6 6. Bg2 Be7 7. O-O O-O 8. Re1	4648564
A08	King's Indian Attack: Sicilian Variation	1. Nf3 d5 2. g3 c5 3. Bg2	11432727
A08	Zukertort Opening: Reversed Grünfeld	1. Nf3 d5 2. g3 c5 3. Bg2 Nc6 4. d4	12708401
A08	Zukertort Opening: Reversed Grünfeld	1. Nf3 d5 2. g3 c5 3. Bg2 Nc6 4. d4 e6 5. O-O	5015458
A09	Réti Opening	1. Nf3 d5 2. c4	9630998
A09	Réti Opening: Advance Variation	1. Nf3 d5 2. c4 d4	8790866
A09	Réti Opening: Advance Variation, Michel Gambit	1. Nf3 d5 2. c4 d4 3. b4 c5	12084579
A09	Réti Opening: Penguin Variation	1. Nf3 d5 2. c4 d4 3. Rg1	13152542
A09	Réti Opening: Reversed Blumenfeld Gambit	1. Nf3 d5 2. c4 d4 3. e3 c5 4. b4	12375605
A09	Réti Opening: Réti Accepted	1. Nf3 d5 2. c4 dxc4	6103753
A09	Réti Opening: Réti Gambit, Keres Variation	1. Nf3 d5 2. c4 dxc4 3. e3 Be6	7901623
A09	Réti Opening: Zilbermints Gambit	1. Nf3 d5 2. c4 b5	8848583
A10	English Opening	1. c4	1102210
A10	English Opening: Achilles-Omega Gambit	1. c4 Nf6 2. e4	13560549
A10	English Opening: Adorjan Defense	1. c4 g6 2. e4 e5	1898343
A10	English Opening: Anglo-Dutch Defense	1. c4 f5	9266364
A10	English Opening: Anglo-Dutch Defense, Hickmann Gambit	1. c4 f5 2. e4	2203183
A10	English Opening: Anglo-Dutch Variation, Chabanon Gambit	1. c4 f5 2. Nf3 d6 3. e4	16600190
A10	English Opening: Anglo-Dutch Variation, Ferenc Gambit	1. c4 f5 2. Nc3 Nf6 3. e4	1072882
A10	English Opening: Anglo-Lithuanian Variation	1. c4 Nc6	3012279
A10	English Opening: Anglo-Scandinavian Defense	1. c4 d5	13348614
A10	English Opening: Anglo-Scandinavian Defense, Löhn Gambit	1. c4 d5 2. cxd5 e6	2042378
A10	English Opening: Anglo-Scandinavian Defense, Malvinas Variation	1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qa5	4132051
A10	English Opening: Anglo-Scandinavian Defense, Schulz Gambit	1. c4 d5 2. cxd5 Nf6	107006
A10	English Opening: Great Snake Variation	1. c4 g6	6482787
A10	English Opening: Jaenisch Gambit	1. c4 b5	335955
A10	English Opening: King's English Variation, Botvinnik System, Prickly Pawn Pass System	1. c4 g6 2. Nc3 Bg7 3. g3 Nf6 4. Bg2 O-O 5. e4 d6 6. Nge2 e5 7. O-O c6 8. d3 a6	3079278
A10	English Opening: Myers Defense	1. c4 g5	2924121
A10	English Opening: Myers Gambit	1. c4 g5 2. d4 Bg7	6634132
A10	English Opening: Porcupine Variation	1. c4 f5 2. Nc3 Nf6 3. e4 fxe4 4. g4	13678890
A10	English Opening: Wade Gambit	1. c4 f5 2. g4	11796617
A10	English Opening: Zilbermints Gambit	1. c4 g5 2. d4 e5	16691310
A11	English Opening: Caro-Kann Defensive System	1. c4 c6	165258
A12	Réti Opening: Anglo-Slav Variation, Bled Variation	1. Nf3 d5 2. b3 Nf6 3. Bb2 g6 4. c4 c6	7604109
A12	Réti Opening: Anglo-Slav Variation, Bogoljubov Variation	1. Nf3 d5 2. c4 c6 3. b3	4169040
A12	Réti Opening: Anglo-Slav Variation, Bogoljubov Variation	1. Nf3 d5 2. c4 c6 3. b3 Bg4	5679720
A12	Réti Opening: Anglo-Slav Variation, Bogoljubov Variation	1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2	14576473
A12	Réti Opening: Anglo-Slav Variation, Capablanca Variation	1. c4 Nf6 2. Nf3 c6 3. b3 d5 4. Bb2 Bg4	12016737
A12	Réti Opening: Anglo-Slav Variation, London Defensive System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bf5	6538175
A12	Réti Opening: Anglo-Slav Variation, New York System	1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2 Bf5	3037456
A12	Réti Opening: Anglo-Slav Variation, Torre System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bg4	16434894
A13	English Opening: Agincourt Defense	1. c4 e6	258700
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3	6760690
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3 d5	6553667
A13	English Opening: Agincourt Defense, Bogoljubov Defense	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Bd6	1056327
A13	English Opening: Agincourt Defense, Catalan Defense	1. Nf3 d5 2. c4 e6 3. g3 b6 4. Bg2 Bb7 5. O-O	4916261
A13	English Opening: Agincourt Defense, Catalan Defense	1. Nf3 d5 2. c4 e6 3. g3 c5	16385487
A13	English Opening: Agincourt Defense, Catalan Defense Accepted	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4	8830630
